text,date,sentiment,promotional,view_count,like_count,dislike_count,love_count,fire_count,happy_count,shocked_count,sad_count,party_count,star_eyes_count,total_reactions
"Samarqandda 5 qavatli tayyor uyga qo'shimcha qavat qurayotgan tadbirkor aniqlandi

Qurilish vazirligi aholining tinchini buzganlarga qanday chora ko'rilgani haqida ma'lumot berdi

 https://uzreport.news/society/samarqandda-5-qavatli-tayyor-uyga-qoshimcha-qavat-qurayotgan-tadbirkor-aniqlandi

",2022-10-10 19:00:00,positive,no,16966,24,0,0,2,47,0,0,0,1,74
"BMT Rossiyaning Ukraina hududlarini anneksiya qilishini qoralovchi rezolyutsiyani muhokama qiladi

 https://uzreport.news/world/bmt-rossiyaning-ukraina-hududlarini-anneksiya-qilishini-qoralovchi-rezolyutsiyani-muhokama

",2022-10-10 18:45:41,negative,no,16801,24,35,0,1,3,0,0,0,1,64
" Xushxabar: Davlat Bobonov dzyudo bo'yicha Jahon chempioniga aylandi!

Sovrinni Prezident Shavkat Mirziyoyevning shaxsan o‘zi topshirdi

 https://uzreport.news/sports/xushxabar-davlat-bobonov-dzyudo-boyicha-jahon-chempioniga-aylandi-

",2022-10-10 18:30:56,positive,no,17178,131,4,0,7,0,0,1,21,0,164
"AQSh Kongressi OPEK+ neft qazib olishni qisqartirish qarori fonida Saudiya Arabistoniga qurol sotishni to‘xtatishni taklif qilmoqda

 https://uzreport.news/world/aqsh-saudiya-arabistoniga-qurol-sotishni-toxtatmoqchi

",2022-10-10 18:00:00,negative,no,17109,18,37,0,0,5,0,0,0,0,60
"Irsiy yurak kasalligi tufayli “Brayton” futbolchisi faoliyatini yakunlashga majbur bo‘ldi

 https://uzreport.news/football/irsiy-yurak-kasalligi-tufayli-brayton-futbolchisi-faoliyatini-yakunlashga-majbur-bo-ldi

",2022-10-10 17:30:34,negative,no,16062,7,0,0,0,1,0,62,0,0,70
"Samarqandda 5 bolaning onasi o'zini daraxtga osib qo'ydi

 https://uzreport.news/society/samarqandda-5-bolaning-onasi-ozini-osib-qoydi

",2022-10-10 17:01:49,negative,no,16370,4,13,0,0,4,51,17,0,0,89
"“Manchester Yunayted”ning “Everton”ga qarshi bahsi uchun futbolchilar 10 ballik sistemada baholandi

Ikki MYU futbolchisi eng ko'p ochko qo'lga kiritdi

 https://uzreport.news/football/manchester-yunaytedning-evertonga-qarshi-bahsi-uchun-futbolchilar-10-ballik-sistemada-baho

",2022-10-10 16:31:13,positive,no,16801,57,1,0,12,3,0,0,0,2,75
"Ajoyib taklif - shahar markazida xonadon narxiga hovlini sotib oling!

O'z uyingizga eng qulay shartlarda ko'chib o'ting. 5 va 6 xonali tayyor kottejlarni 22% gacha chegirmalar bilan sotib oling. Qo'riqlanadigan hudud, rivojlangan infratuzilma, keng hovlilar va butun oila uchun boshqa imtiyozlar!

 hovlingiz.uz
+99871 210 44 44",2022-10-10 16:02:54,positive,no,10669,13,0,0,0,0,2,0,0,0,15
"Qashqadaryoda xalqaro tibbiyot universiteti ochilishi mumkin

 https://uzreport.news/society/qashqadaryoda-xalqaro-tibbiyot-universiteti-ochilishi-mumkin

",2022-10-10 15:45:33,positive,no,16827,36,0,0,0,0,0,0,0,0,36
"Prezident Shavkat Mirziyoyev shu hafta Qozog'istonga tashrif buyuradi

 https://uzreport.news/politics/prezident-shavkat-mirziyoyev-shu-haftada-qozog-istonga-tashrif-buyuradi

",2022-10-10 15:34:38,positive,no,16292,88,3,0,0,0,0,0,0,0,91
"O'zbekistonda 10 oy ichida qariyb 4 mln tonna ko'mir qazib chiqarilib, uning 53 foizigagina talab darajasida ishlov berilgani aniqlandi

Respublikadagi kuz-qish mavsumiga tayyorgarlik jarayoni tanqid qilindi.

 https://uzreport.news/society/ozbekistonda-10-oy-ichida-qariyb-4-mln-tonna-komir-qazib-chiqarilib-uning-53-foizigagina-t

",2022-10-10 15:31:13,positive,no,15465,22,0,0,0,0,2,0,0,0,24
"Seoul Mun - sohil bo’yidagi birinchi savdo va ko'ngilochar majmuada tijorat joylar! 

 ⁃ 61 m² dan 400 m² gacha bo'lgan joylar;
 ⁃ 15 000 000 so‘mdan ijaradan keladigan passiv daromad;
 ⁃ Terrasali joylar;
 ⁃ Shiftlarning balandligi - 6 metr;
 ⁃ O’rtacha o'tkazuvchanlik - oyiga 330 000 kishi. 

Biznesingizni Seoul Mun bilan rivojlantiring!

+998712022222
 dreamcity.uz",2022-10-10 15:02:48,positive,no,8593,10,0,0,0,0,0,0,0,0,10
"Argentina terma jamoasi a'zosi Jahon chempionatini o'tkazib yuborishi mumkin

 https://uzreport.news/football/argentina-terma-jamoasi-azosi-jahon-chempionatini-o-tkazib-yuborishi-mumkin

",2022-10-10 14:45:15,negative,no,15128,17,35,0,0,5,5,1,0,0,63
"Zelenskiy Germaniya kansleri Olaf Shols bilan Ukraina shaharlariga raketa hujumlari munosabati bilan G7ning shoshilinch yig‘ilishi bo‘yicha kelishib oldi.

“Mening nutqim rejalashtirilgan, unda men Rossiya Federatsiyasi tomonidan sodir etilgan teraktlar haqida gapirib beraman. Shuningdek, biz Rossiyaga bosimni oshirish va shikastlangan infratuzilmani tiklashda yordam berish masalasini muhokama qildik”, - deb yozdi Ukraina prezidenti Twitterda.

-",2022-10-10 14:25:01,negative,no,15533,33,77,0,0,8,1,0,1,0,120
"🥳 Tokio Olimpiadasi sovrindori Davlat Bobonov jahon chempioni bo‘lish arafasida

Toshkentdagi Jahon chempionatida Bobonov yarim finalga yo'l oldi

 https://uzreport.news/sports/tokio-olimpiadasi-sovrindori-davlat-bobonov-toshkentdagi-jahon-chempionati-yarim-finaliga-

",2022-10-10 13:30:32,positive,no,15333,53,0,0,2,0,0,0,2,0,57
"“Messini xursand ko‘rish yoqimli”, — Suarez Jahon chempionati finalida qaysi jamoalar o‘ynashini xohlayotganini aytdi

 https://uzreport.news/football/messini-xursand-ko-rish-yoqimli-suarez-jahon-chempionati-finalida-kimlar-o-ynashini-xohlay

",2022-10-10 12:31:57,positive,no,15639,41,1,0,0,6,0,0,0,0,48
"Endi O'zbekistonda murojaatlar bilan ishlovchi xodimlarning malakasi har 3 yilda kamida 1 marta oshiriladi

 https://uzreport.news/society/endi-ozbekistonda-murojaatlar-bilan-ishlovchi-xodimlarning-malakasi-har-3-yilda-kamida-1-m

",2022-10-10 12:15:24,positive,no,15761,17,0,0,0,3,0,0,0,0,20
"Litva mudofaa vaziri: Rossiya yadro quroli oʻrniga Lukashenkodan foydalanadi

 https://uzreport.news/world/litva-mudofaa-vaziri-rossiya-yadro-quroli-o-rniga-lukashenkodan-foydalanadi

",2022-10-10 12:01:41,positive,no,16262,28,1,0,0,43,1,0,0,3,76
"O'zbekistonda madaniy meroslarni o'g'irlaganlik uchun uzoq yillik qamoq jazosi tayinlanishi taklif qilinmoqda

 https://uzreport.news/society/ozbekistonda-madaniy-meroslarni-ogirlaganlik-uchun-uzoq-yillik-qamoq-jazosi-tayinlanishi-t

",2022-10-10 11:45:27,positive,no,16152,34,2,0,0,0,1,0,1,0,38
"Kasbiy dengizi jadal ravishda qurib bormoqda (foto)

NASA bu bo'yicha ma'lumotlarni taqdim etdi  https://uzreport.news/world/kasbiy-dengizi-jadal-ravishda-qurib-bormoqda-foto-

",2022-10-10 10:31:05,negative,no,16288,11,61,0,0,0,14,11,0,0,97
"Yana bir sayyorani odamlar zabt etish arafasida: Saturn yo'ldoshida hayot elementlari aniqlandi

 https://uzreport.news/world/yana-bir-sayyorani-odamlar-zabt-etish-arafasida-saturn-yoldoshida-hayot-elementlari-aniqla

",2022-10-10 09:45:12,positive,no,17783,31,2,0,0,1,9,0,0,72,115
"9 oyda O'zbekistonga 3,6 mln nafar turistlar kelgan

Ulardan eng ko'pi qaysi davlatdan  https://uzreport.news/society/9-oyda-ozbekistonga-eng-kop-qaysi-davlatdan-turislar-kelgan-

",2022-10-10 09:30:17,positive,no,17744,38,0,0,0,0,2,0,0,4,44
"Toshkentda 4 ta mashina ishtirokida YTH sodir bo‘ldi

Oqibatda ""Nexia-3"" haydovchisi va bir nafar yo'lovchi voqea joyida halok bo'lgan. 

 https://uzreport.news/society/toshkentda-4-ta-mashina-ishtirokida-yth-sodir-bo-ldi

",2022-10-10 09:15:12,negative,no,18478,6,0,0,0,0,9,37,0,0,52
"O‘zbekiston amputantlar terma jamoasi Jahon chempionatida bronza medalini qo'lga kiritdi

 https://uzreport.news/football/o-zbekiston-amutantlar-terma-jamoasi-jahon-chempionati-bronza-medalini-qolga-kiritdi

",2022-10-10 09:00:01,positive,no,18702,108,0,0,6,0,0,0,0,0,114
"Kikboksing: O‘zbekiston terma jamoasi jahon chempionatida 4 ta oltin medalni qo‘lga kiritdi

 https://uzreport.news/sports/kikboksing-o-zbekiston-terma-jamoasi-jahon-chempionatida-4-ta-oltin-medalni-qo-lga-kiritdi

",2022-10-10 08:20:06,positive,no,20069,78,2,0,0,4,0,0,2,0,86
"10-oktyabr kuni o'zbekistonliklar uchun ob-havo qanday bo'ladi?

 https://uzreport.news/society/10-oktyabr-kuni-ozbekistonliklar-uchun-ob-havo-qanday-boladi-

",2022-10-10 08:08:05,positive,no,22420,20,0,0,0,0,0,0,0,2,22
"O'zbek tilida Amir Temurning hayoti yozilgan eng qadimiy qo‘lyozma topildi

 https://uzreport.news/world/amir-temurning-hayoti-haqida-o-zbek-tilida-yozilgan-eng-eski-qo-lyozma-topildi

",2022-10-10 07:40:02,positive,no,24990,143,5,0,3,0,0,0,0,29,180
"2022-yilda O'zbekistonning qaysi viloyatida eng ko'p egizaklar dunyoga kelgan?

 https://uzreport.news/society/2022-yilda-ozbekistonning-qaysi-viloyatida-eng-kop-egizaklar-dunyoga-kelgan-

",2022-10-09 20:02:06,positive,no,26585,43,0,0,0,6,0,0,0,5,54
"Angliya yana Italiyaga, Niderlandiya Fransiyaga qarshi: Yevro-2024 saralash bosqichiga qur’a tashlandi

 https://uzreport.news/football/angliya-yana-italiyaga-niderlandiya-fransiyaga-qarshi-yevro-2024-saralash-bosqichiga-qur-a

",2022-10-09 17:31:13,positive,no,37068,51,1,0,0,4,0,0,0,1,57
"Qrim ko‘prigidagi fojiali portlashdan keyin Putin ko‘prik xafvsizligi himoyasi javobgarligini FXXga topshirdi

 https://uzreport.news/world/qrim-ko-prigidagi-fojiali-portlashdan-keyin-putin-ko-prik-xafvsizligi-himoyasi-javobgarlig

",2022-10-09 16:30:38,positive,no,36370,52,0,0,0,7,0,0,1,0,60
"Navoiy shahridagi koloniyada mahkum o'z joniga qasd qildi

 https://uzreport.news/society/navoiy-shahridagi-koloniyada-mahkum-oz-joniga-qasd-qildi

",2022-10-09 15:30:57,negative,no,22709,9,35,0,3,0,2,17,0,0,66
" Hazilkash Gvardiola: “Holandning otasini klubimiz bosh oshpazi qilib tayinlashni taklif qilaman”

 https://uzreport.news/football/hazilkash-gvardiola-holandning-otasini-klubimiz-bosh-oshpazi-qilib-tayinlashni-taklif-qila

",2022-10-09 15:01:49,positive,no,19904,18,0,0,3,109,0,1,0,3,134
"“Real” La Ligada 31 yil avvalgi eng yaxshi natijasini takrorladi. Keyingi o'yin — “El-klasiko”!

 https://uzreport.news/football/real-la-ligada-31-yil-avvalgi-eng-yaxshi-natijasini-takrorladi-keyingi-oying-el-klasiko

",2022-10-09 14:00:50,positive,no,18671,66,0,0,1,8,0,0,0,1,76
"🥉Bugun amputantlar terma jamoamiz Jahon chempionati bronza medallari uchun o'yin o'tkazadi. Raqibimiz qaysi jamoa?

 https://uzreport.news/football/bugun-amputantlar-terma-jamoamiz-jahon-chempionati-bronza-medallari-uchun-oyin-otkazadi

",2022-10-09 13:00:50,positive,no,18492,42,0,0,6,3,3,0,4,0,58
"Shoir va dramaturg, respublikada eng ko‘p tomoshabin ko‘rgan film muallifi Haydar Muhammad vafot etdi

""UzReport"" axborot agentligi adibning oila aʼzolari va yaqinlariga hamdardlik bildiradi

 https://uzreport.news/society/shoir-va-dramaturg-respublikada-eng-ko-p-tomoshabin-ko-rgan-film-muallifi-haydar-muhammad-

",2022-10-09 11:31:49,negative,no,18850,11,0,0,0,0,0,37,2,0,50
"Dzyudo. Katta qiziqishlarga sabab bo'layotgan Toshkentdagi Jahon chempionatida bugun 2 vakilimiz ishtirok etadi

 https://uzreport.news/sports/toshkentda-otayotgan-dzyudo-boyicha-jahon-chempionatida-bugun-2-vakilimiz-ishtirok-etadi

",2022-10-09 11:00:57,positive,no,18698,33,0,0,2,0,0,0,0,0,35
"Toshkentdagi G'afur G'ulom bog'ida daraxt kesib tashlandi

 https://uzreport.news/society/toshkentdagi-gafur-gulom-bogida-daraxt-kesib-tashlandi

",2022-10-09 10:30:12,negative,no,18929,17,31,0,0,12,4,0,0,1,65
" 8-oktabr: O'tgan tunning eng qaynoq futbol yangiliklari bir sahifada:

 Futzal bo‘yicha O‘zbekiston terma jamoasi Osiyo Kubogi 3-o‘rini uchun bahsda Tailandga qarshi kurashdi va yirik — 2:8 hisobida g'alabaga erishdi. Vakillarimiz bronza medallari sohibi;

🟥 Serxio Ramos “Reyms”ga qarshi bahsda o‘z karyerasi davomidagi 28-qizil kartochkasini ishlab oldi.

 https://uzreport.news/football/8-oktabr-otgan-tunning-eng-qaynoq-futbol-yangiliklari-bir-s",2022-10-09 09:01:07,positive,no,20564,33,0,0,0,43,3,3,2,3,87
"Bugun O'zbekistonda qanday ob-havo kuzatiladi? 

O'zgidromet prognozlarni e'lon qildi

 https://uzreport.news/society/ozbekistonda-9-oktyabr-uchun-ob-havo-malumoti

",2022-10-09 08:29:12,positive,no,20568,21,0,0,0,0,0,0,0,0,21
"O'zbekistonda ba'zi yurak kasalliklari ko'krak qafasni emas, bilakni kesish orqali operatsiya qilinmoqda

Bu usul haqida batafsil  https://uzreport.news/economy/ozbekistonda-bazi-yurak-kasalliklari-kokrak-qafasni-emas-bilakni-kesish-orqali-operatsiya-

",2022-10-08 22:30:59,positive,no,22300,36,0,0,1,0,9,0,0,0,46
" Kunning eng qaynoq sport va futbol yangiliklari bilan tanishing:

 Millionlab odamlar Holandni APLdan chetlatish uchun petitsiyaga imzo chekdi

Erling Holand fantastik tezlikka erishdi - Premyer-liganing 8 ta o'yinida u 14 ta gol urdi. APL tarixida faqatgina bitta hujumchi bunday natija ko’rsata olgan

 Forbes dunyoning eng boy futbolchilari reytingini e’lon qildi: Mbappe peshqadam, Ronaldu uchlikda

 Neymar Chempionlar Ligasida g‘alaba qozonish",2022-10-08 22:02:32,positive,no,21531,37,0,0,0,0,2,0,0,1,40
"Xitoydagi uyg'urlar huquqlarining buzilishi masalasi BMTning Inson huquqlari bo‘yicha kengashi kun tartibiga kiritilmadi. Buni muhokama qilishni 17 ta davlat qo‘llab-quvvatlagan bo‘lsa, 19 ta davlat qarshi chiqdi

 https://uzreport.news/society/xitoydagi-uygurlar-masalasini-muhokama-qilishni-17-ta-davlat-yoqladi-19-tasi-qarshi-chiqdi

",2022-10-08 21:15:46,negative,no,19805,15,167,0,0,0,1,19,0,0,202
" Suares Messi haqida: “Leoning bunday yig‘laganini hech qachon ko‘rmaganman”

Uning so'zlarida jon bor  https://uzreport.news/football/suares-messi-haqida-leoning-bunday-yig-laganini-hech-qachon-ko-rmaganman

-  -",2022-10-08 21:02:45,negative,no,17964,20,3,0,0,16,3,60,0,1,103
"Xalqaro valyuta jamg‘armasi Ukrainani moliyaviy qo‘llab-quvvatlash uchun $1,3 mlrd ajratadi

 https://uzreport.news/world/xalqaro-valyuta-jamg-armasi-ukrainani-moliyaviy-qo-llab-quvvatlash-uchun-1-3-milliard-doll

",2022-10-08 20:45:47,negative,no,18266,20,51,0,0,0,0,0,1,1,73
"Navoiyda “O‘ztelekom” bazaviy stansiyasini qurishda 307,5 mln so‘mni ""yeb yuborgan"" shaxslar ushlandi

 https://uzreport.news/society/navoiyda-o-ztelekom-bazaviy-stansiyasini-qurishda-307-5-mln-so-mni-yeb-yuborgan-shaxslar-u

@uzreport-uz",2022-10-08 20:31:15,positive,no,18009,15,0,0,0,33,0,1,0,0,49
"Hindistonda ""sigaret""dan yumshoq o‘yinchoqlar ishlab chiqaradigan zavod ochildi

Mamlakat aholisining qariyb 30 foizi tamaki iste’mol qiladi va bu zavod orqali shaharlar tozaligi ham saqlanib turishi aytilmoqda. 

Ular bu ishni qanday amalga oshirishdi? 

 https://uzreport.news/world/hindistonda-sigaretdan-yumshoq-o-yinchoqlar-ishlab-chiqaradigan-zavod-ochildi

",2022-10-08 19:29:46,positive,no,16936,37,0,0,0,11,0,2,0,0,50
"3 yoshga to‘lmagan bolalari bor ayollar haftasiga necha soat ishlaydi?

 https://uzreport.news/society/3-yoshga-to-lmagan-bolalari-bor-ayollar-haftasiga-necha-soat-ishlaydi-

",2022-10-08 18:31:10,positive,no,15447,15,0,0,0,0,0,0,0,0,15
"Qrim ko‘prigida sodir bo‘lgan portlashda necha kishi halok bo'lgani ma'lum qilindi

 https://uzreport.news/world/qrim-ko-prigida-sodir-bo-lgan-portlashda-necha-kishi-halok-bolgani-malum-qilindi

",2022-10-08 18:15:34,negative,no,15320,7,0,0,0,1,0,21,0,0,29
"Farg'onada oʻzini bloger deb tanishtirib, fuqaroni qamoqdan olib chiqib berish uchun $10 ming olganlar ushlandi

Endi ular 180 mln so'mgacha jarima to'lashi yoki 8 yildan 10 yilgacha qamalishi mumkin.

 https://uzreport.news/society/fargonada-o-zini-bloger-deb-tanishtirib-fuqaroni-qamoqdan-olib-chiqib-berish-uchun-10-ming

",2022-10-08 17:45:09,positive,no,15043,13,0,0,0,30,0,0,0,0,43
"Samarqandda miloddan avvalgi III-II asrga tegishli harbiy istehkom topildi - foto

Ayni paytda ushbu joyda italiyalik hamda samarqandlik arxeolog-olimlar ilmiy ekspeditsiya olib bormoqda.

 https://uzreport.news/culture/samarqanddan-miloddan-avvalgi-iii-ii-asrga-tegishli-harbiy-istehkom-topildi

",2022-10-08 17:14:46,positive,no,14886,40,1,0,0,0,0,0,0,0,41
"Buxoroda tadbirkorning 245 mln so‘mlik qurilish materialini ""uxlatgan"" fuqaro ushlandi

 https://uzreport.news/society/buxoroda-tadbirkorning-245-mln-so-mlik-qurilish-materialini-uxlatgan-fuqaro-ushlandi

",2022-10-08 16:59:47,positive,no,14925,29,0,0,0,17,0,0,0,0,46
"JSST 7 ta tilda tibbiy maslahat beruvchi “elektron shifokor”ni taqdim etdi

 https://uzreport.news/world/jsst-7-ta-tilda-tibbiy-maslahat-beruvchi-elektron-shifokorni-taqdim-etdi

",2022-10-08 16:45:00,positive,no,14763,26,0,0,0,1,0,0,0,2,29
"Telegram messenjerida go‘yoki mukofot yutib olinganligi haqidagi xabar bilan birga firibgarlik bilan shug‘ullanuvchi Telegram-bot havolasi keltirilgan ma’lumotlar tarqatilmoqda. 

Fuqarolardan bu kabi soxta havolalarga kirmaslik va virtual firibgarlardan ogoh bo‘lishlarini so'raymiz!

",2022-10-08 16:09:46,positive,no,14899,23,0,0,0,0,0,0,0,0,23
"Pyanich: “Kuman o‘yinlarga umuman jiddiy tayyorgarlik ko‘rmasdi”

“Barselona” sobiq futbolchisi Ronald Kumanni keskin tanqid qildi

 https://uzreport.news/football/pyanich-kuman-o-yinlarga-umuman-jiddiy-tayyorgarlik-ko-rmasdi

",2022-10-08 16:02:41,positive,no,14171,44,3,0,0,17,2,0,0,0,66
"Surxondaryo va Xorazmda dzyudo sport maktablari tashkil etiladi

 https://uzreport.news/society/surxondaryo-va-xorazmda-dzyudo-sport-maktablari-tashkil-etiladi

",2022-10-08 15:45:09,positive,no,15304,25,0,0,0,0,0,0,0,0,25
"""Ushbu ta’lim muassasasi parta va stol-stullar bilan to‘liq ta’minlangan"" - Andijonda o'quvchilar turib darsda qatnashganligi yuzasidan qo'shimcha ma'lumot berildi

 https://uzreport.news/society/ushbu-ta-lim-muassasasi-parta-va-stol-stullar-bilan-to-liq-ta-minlangan-andijonda-oquvchil

",2022-10-08 15:29:46,positive,no,15148,19,0,0,0,4,0,0,0,0,23
"Bayden ikkinchi muddatga saylanish uchun juda keksa – Ilon Mask

 https://uzreport.news/world/bayden-ikkinchi-muddatga-saylanish-uchun-juda-keksa-ilon-mask

",2022-10-08 15:14:47,positive,no,15079,44,0,0,0,104,0,0,2,2,152
"Erling Holand fantastik tezlikka erishdi - Premyer-liganing 8 ta o'yinida u 14 ta gol urdi. APL tarixida faqatgina bitta hujumchi bunday natija ko’rsata olgan

Uning nomi  https://uzreport.news/football/erling-holand-fantastik-tezlikka-erishdi-premyer-liganing-8-ta-oyinida-u-14-ta-gol-urdi

-  -",2022-10-08 15:02:18,positive,no,15587,56,0,0,9,5,0,0,0,0,70
"Toshkentda 4 ta mashina bir-biriga urilishi natijasida avariya sodir bo'ldi

Bir nafar haydovchi va 9 yoshli bolakay jarohatlangan

 https://uzreport.news/society/toshkentda-4-ta-mashina-bir-biriga-urilishi-natijasida-avariya-sodir-boldi

",2022-10-08 14:45:10,negative,no,15836,9,3,0,0,0,0,14,0,2,28
"Toshkentda InterCityHotel xalqaro mehmonxonalar brendi ish boshlaydi

 https://uzreport.news/society/toshkentda-intercityhotel-xalqaro-mehmonxonalar-brendi-ish-boshlaydi

",2022-10-08 14:30:59,positive,no,15248,23,0,0,0,3,0,0,1,3,30
"Neymar Chempionlar Ligasida g‘alaba qozonish uchun nima qilish kerakligini aytdi

 https://uzreport.news/world/neymar-chempionlar-ligasida-g-alaba-qozonish-uchun-nima-qilish-kerakligini-aytdi

",2022-10-08 14:01:04,positive,no,14981,16,0,0,2,41,0,0,0,0,59
"AQSh olimlari dunyodagi eng tez yuguradigan ikki oyoqli ""Kessi"" nomli robotni ixtiro qildi

 https://uzreport.news/technology/aqsh-olimlari-dunyodagi-eng-tez-yuguradigan-ikki-oyoqli-kessi-nomli-robotni-ixtiro-qildi

",2022-10-08 13:14:47,positive,no,14970,24,0,0,0,16,0,0,0,0,40
"Samarqand viloyati birinchi, Farg'ona ikkinchi o'rinda: O'zbekistondagi qaysi hududlarda tug'ilish ko'rsatkichi yuqori ekanligi ma'lum qilindi

 https://uzreport.news/society/samarqand-viloyati-birinchi-fargona-ikkinchi-orinda-ozbekistondagi-qaysi-hududlarda-tugili

",2022-10-08 12:59:47,positive,no,14715,38,0,0,1,7,1,0,0,0,47
"Qrim ko‘prigida yuk avtomobili portlatilgani ma’lum qilindi

Portlash temiryo‘l tarkibidagi yonilg‘i ortilgan sisternalarning yonishiga sabab bo‘lgan.

Holat bo‘yicha jinoyat ishi qo‘zg‘atildi. Shuningdek, portlash bo‘yicha Putin topshirig‘i bilan hukumat komissiyasi tuzildi.

 https://uzreport.news/world/qrim-ko-prigida-yuk-avtomobili-portlatilgani-ma-lum-qilindi

",2022-10-08 12:45:34,negative,no,15012,16,0,0,0,0,1,28,1,0,46
"""Men fuqaroman, sen xizmatkorsan"". Farg'onada aka-ukalar YPX xodimini so'roq qildi

Ular tegishli qaror bilan 15 sutkaga qamaldi

 https://uzreport.news/society/men-fuqaroman-sen-xizmatkorsan-fargonada-aka-ukalar-ypx-xodimini-soroq-qilib-

",2022-10-08 12:15:04,positive,no,15860,37,0,0,0,17,0,0,0,0,54
"Forbes dunyoning eng boy futbolchilari reytingini e’lon qildi: Mbappe peshqadam, Ronaldu uchlikda

 https://uzreport.news/football/forbes-dunyoning-eng-boy-futbolchilari-reytingini-e-lon-qildi-mbappe-peshqadam-ronaldu-uch

",2022-10-08 12:00:05,negative,no,15209,14,35,0,0,4,2,0,0,2,57
"Putin va Zelenskiy noyabr oyida yuzma-yuz kelishi mumkin

Indoneziyada bo‘lib o‘tadigan G20 sammitida ikki davlat rahbari ham qatnashishga roziligi aytilmoqda. Agar sammitga borishsa, bu ularning Rossiya-Ukraina urushi boshlanganidan buyon birinchi marta uchrashishi bo'ladi. 

 https://uzreport.news/world/putin-va-zelenskiy-noyabr-oyida-yuzma-yuz-kelishi-mumkin

",2022-10-08 11:44:47,positive,no,15191,77,4,0,0,1,0,0,0,0,82
"Navoiy viloyati Xalq ta'lim boshqarmasi mansabdorlariga nisbatan jinoyat ishi qo'zg'atildi

Aniqlanishicha, ular maktablar uchun 822 dona kompyuter sotib olishda 585,2 mln so'm pullarni ""yeb yuborgan"".

 https://uzreport.news/society/navoiy-viloyati-xalq-talim-boshqarmasi-mansabdorlariga-nisbatan-jinoyat-ishi-qozgatildi

",2022-10-08 11:15:24,positive,no,16031,24,2,0,0,9,0,0,0,0,35
"Sirdaryo viloyati IIBga yangi boshliq tayinlandi

 https://uzreport.news/society/sirdaryo-iibga-yangi-boshliq-tayinlandi

",2022-10-08 11:10:27,positive,no,15161,19,1,0,0,0,0,0,0,0,20
"8-oktyabr: Bugun O'zbekistonda yog'ingarchilik kutilmaydi

 https://uzreport.news/society/8-oktyabr-bugun-ozbekistonda-yogingarchilik-kutilmaydi

",2022-10-08 07:52:20,positive,no,21005,21,0,0,0,5,0,0,2,15,43
"Shavkat Mirziyoyev MDH norasmiy sammitida ishtirok etdi

Tadbirda qanday masalalar ko‘rib chiqildi?

 https://uzreport.news/politics/shavkat-mirziyoyev-mdh-norasmiy-sammitida-ishtirok-etdi

-  -",2022-10-07 23:22:07,positive,no,22769,186,8,0,0,5,0,0,0,3,202
" Kunning eng qaynoq sport va futbol yangiliklari bilan tanishing:

🤨 Ten Hag “Omoniya”ga qarshi bahsning 1-taymidagi mag'lubiyatdan so'ng tanaffusda shogirdlariga nimalar deganini aytdi;

🤯 Holand maoshi miqdori bo'yicha APL rekordini o'rnatdi. U Ronaldunikidan qariyb 2 baravar ko'proq maosh oladi;

 Messi “2014-yilgi Jahon chempionatida Argentina g‘alabaga loyiqroq edi”;

🥺 Kavani “Barselona”ga qarshi 6:1 hisobidagi uchrashuvdan so'ng psixologga",2022-10-07 22:01:57,positive,no,20044,37,3,0,0,0,0,0,0,1,41
"Hokimiyat organlarining 3,2 mingdan ortiq qarorlari bekor qilindi

 https://uzreport.news/society/hokimiyat-organlarining-3-2-mingdan-ortiq-qarorlari-bekor-qilindi

",2022-10-07 21:45:06,positive,no,17901,36,0,0,2,5,0,0,0,1,44
"Qonunga xilof ravishda ishdan bo'shatilgan 1000 ga yaqin fuqaroning faoliyati qayta tiklandi

 https://uzreport.news/society/qonunga-xilof-ravishda-ishdan-boshatilgan-mingga-yaqin-fuqaroning-faoliyati-qayta-tiklandi

",2022-10-07 21:15:26,positive,no,17795,35,0,0,0,3,5,0,0,1,44
"O'zbekiston Respublikasi tovar-xomashyo birjasi BAA bozoriga chiqishni rejalashtirmoqda

 https://uzreport.news/economy/ozbekiston-respublikasi-tovar-xomashyo-birjasi-baa-bozoriga-kirishni-rejalashtirmoqda

",2022-10-07 20:45:24,positive,no,17457,21,0,0,4,0,0,0,0,2,27
"Karam, sabzi, qovoq: Bolalarning to'g'ri rivojlanishi uchun qanday mahsulotlar ovqat ratsioniga kiritilishi kerak?

 https://uzreport.news/society/karam-sabzi-qovoq-bolalarning-togri-rivojlanishi-uchun-qanday-mahsulotlar-ovqat-ratsioniga

",2022-10-07 20:30:59,positive,no,17283,14,0,0,0,0,0,0,0,1,15
"Xalq ta'lim vazirligi tomonidan ishga tushirilgan onlayn platformalar haqida ma'lumotga egamisiz?

Ushbu maqolamizda siz bu haqida batafsil ma'lumot olishingiz mumkin  https://uzreport.news/society/xalq-talim-vazirligi-tomonidan-ishga-tushirilgan-onlayn-platformalar-haqida-malumotga-egam

",2022-10-07 19:31:12,positive,no,16349,11,0,0,0,0,0,0,5,1,17
